"","word","n"
"174","sweet sweet girl",9
"175","swing swing sweet",9
"176","time rockies crumble",9
"177","turn turn turn",9
"178","winter wonderland meadow",9
"179","wonderland meadow build",9
"180","zinga zinga boom",9
"181","asleep count bless",8
"182","away laugh friends",8
"183","believe believe believe",8
"184","better place smile",8
"185","blue right blue",8
"186","bucket hole bucket",8
"187","cheat heart tell",8
"188","click clack chugga",8
"189","come finish pay",8
"190","cry tenderness eye",8
"191","dayo dayo light",8
"192","dayo light wanna",8
"193","dear stay go",8
"194","deep inside heart",8
"195","deride tear hide",8
"196","die prelude kiss",8
"197","die smoke get",8
"198","ding dong click",8
"199","dollars dirt gold",8
"200","dong click clack",8
"201","egg basket bet",8
"202","eye prelude die",8
"203","fall asleep count",8
"204","flame die smoke",8
"205","fool pity fool",8
"206","friends deride tear",8
"207","funny funny money",8
"208","gently cry tenderness",8
"209","gershwin touch song",8
"210","gibraltar tumble stay",8
"211","go right go",8
"212","gonna smile face",8
"213","gonna walk look",8
"214","good morning life",8
"215","hear lonesome whistle",8
"216","hear music mighty",8
"217","hole bucket hole",8
"218","imagination run away",8
"219","jericho battle jericho",8
"220","laugh friends deride",8
"221","line phone line",8
"222","long time rockies",8
"223","loove loove loove",8
"224","nature sing heaven",8
"225","phone line phone",8
"226","place smile face",8
"227","prelude die prelude",8
"228","pretty ready pretty",8
"229","produce madlib mix",8
"230","put egg basket",8
"231","ready pretty ready",8
"232","right blue right",8
"233","save seat save",8
"234","seat save seat",8
"235","simple turn symphony",8
"236","sing heaven nature",8
"237","song gently cry",8
"238","strange strange woman",8
"239","tenderness eye prelude",8
"240","tennessee credit music",8
"241","touch song gently",8
"242","tune gershwin touch",8
"243","want arm naughty",8
"244","whatcha gonna smile",8
"245","whoa whoa whoa",8
"246","woman thing woman",8
"247","world better place",8
"248","young dream young",8
"249","anno heave away",7
"250","arm naughty baby",7
"251","ashore hallelujah boat",7
"252","away away away",7
"253","battle jericho jericho",7
"254","bone come home",7
"255","cause like party",7
"256","chair fill despair",7
"257","charm spring face",7
"258","clear stay year",7
"259","come night repeat",7
"260","cooley contain sample",7
"261","credit music play",7
"262","croon croon croon",7
"263","dear lord send",7
"264","delightful delicious delovely",7
"265","dream white christmas",7
"266","dream young dream",7
"267","easy remember hard",7
"268","eye wide open",7
"269","face whatcha gonna",7
"270","fall slowly fall",7
"271","fancy time dear",7
"272","feel melancholy spring",7
"273","fool poor little",7
"274","fool yeah fool",7
"275","foolish things remind",7
"276","get eye chaff",7
"277","go leave blue",7
"278","go slowly time",7
"279","gonna sing sing",7
"280","hand everybody hand",7
"281","hand hand hand",7
"282","hard card play",7
"283","hear whisper raindrops",7
"284","heart sing miss",7
"285","heave away californio",7
"286","hide smile lovely",7
"287","home dayo dayo",7
"288","jericho jericho battle",7
"289","jericho jericho jericho",7
"290","kiss hold tight",7
"291","kiss simple turn",7
"292","knack paddiwack bone",7
"293","knick knack paddiwack",7
"294","know charm spring",7
"295","know know know",7
"296","know pass fancy",7
"297","know soon solitude",7
"298","laugh think doubt",7
"299","little girl leave",7
"300","long walkin round",7
"301","love love love",7
"302","lovely flame die",7
"303","lovely sweeter roses",7
"304","madlib mix cooley",7
"305","make stop begin",7
"306","melancholy spring spring",7
"307","miss warm embrace",7
"308","mix cooley contain",7
"309","movies know pass",7
"310","night hold tight",7
"311","nothin till hear",7
"312","paddiwack bone come",7
"313","part cold hearted",7
"314","pass fancy time",7
"315","play play knickknack",7
"316","play sweet refrain",7
"317","prelude kiss simple",7
"318","rain word hear",7
"319","raindrops play sweet",7
"320","reality time think",7
"321","refrain spring september",7
"322","remember hard forget",7
"323","sacrifice come sake",7
"324","santy anno heave",7
"325","say blue right",7
"326","see crocus rosebud",7
"327","september rain word",7
"328","september september rain",7
"329","sing miss warm",7
"330","skin sacrifice come",7
"331","slowly fall slowly",7
"332","smile face whatcha",7
"333","smile lovely flame",7
"334","somebody somebody somebody",7
"335","spring face face",7
"336","spring september september",7
"337","stare know soon",7
"338","stay go long",7
"339","sweet lovely sweeter",7
"340","sweet refrain spring",7
"341","tear hide smile",7
"342","thing woman thing",7
"343","think doubt today",7
"344","think make stop",7
"345","time dear stay",7
"346","time go slowly",7
"347","time think make",7
"348","voice come night",7
"349","walkin round vacancy",7
"350","walkin winter wonderland",7
"351","wanna home dayo",7
"352","wham thank satisfy",7
"353","whisper raindrops play",7
"354","white collar devil",7
"355","wing feel melancholy",7
"356","wonderful wonderful wonderful",7
"357","word hear whisper",7
"358","answer propose go",6
"359","aree wide missouri",6
"360","atchison topeka santa",6
"361","away heave away",6
"362","away rest today",6
"363","away runnin gear",6
"364","away sleep nights",6
"365","baby completely sweet",6
"366","baby goin ride",6
"367","baby hand little",6
"368","baby leave leave",6
"369","baby swing see",6
"370","bag money dance",6
"371","band angels come",6
"372","beautiful sight tonight",6
"373","begin cause skin",6
"374","believe goin steady",6
"375","belong daddy daddy",6
"376","better pout tell",6
"377","bind answer propose",6
"378","black white today",6
"379","bless instead sheep",6
"380","block good yout",6
"381","blood run warm",6
"382","blow boys blow",6
"383","blow wind haul",6
"384","blow wind mornin",6
"385","blue mood indigo",6
"386","blue moon kentucky",6
"387","blunder hold tight",6
"388","body grave hold",6
"389","bopalena bopalena bopalena",6
"390","borrow today tomorrow",6
"391","boulevard break dream",6
"392","bout talkin bout",6
"393","brdoris somebody brbuddy",6
"394","build leak build",6
"395","busy spider spin",6
"396","californio heave away",6
"397","certain heart hasn",6
"398","chaff gaily laugh",6
"399","chain heart free",6
"400","clean heart restore",6
"401","cold lonely lovely",6
"402","come like fall",6
"403","come lovely weather",6
"404","come true know",6
"405","completely sweet baby",6
"406","completely sweet mean",6
"407","conspire dream face",6
"408","count bless instead",6
"409","count motherfucking bag",6
"410","crazy romance head",6
"411","create clean heart",6
"412","dance roll grams",6
"413","darlin fashion true",6
"414","darling return soul",6
"415","daydream giddy baby",6
"416","dear forever burn",6
"417","dear take heart",6
"418","dearest darling dearest",6
"419","deep purple dream",6
"420","diamonds hard card",6
"421","different world today",6
"422","dream dream little",6
"423","everyday everyday strange",6
"424","everyday strange things",6
"425","evil evil evil",6
"426","eye chaff gaily",6
"427","eye dear take",6
"428","eye open eye",6
"429","eye smoke get",6
"430","fashion true darlin",6
"431","fight young young",6
"432","fill despair gloom",6
"433","finer strange change",6
"434","finish pay come",6
"435","floor honky tonk",6
"436","fly away laugh",6
"437","fool fool yeah",6
"438","fool mentality reality",6
"439","foolish start feel",6
"440","gaily laugh think",6
"441","gamble game gamble",6
"442","game gamble game",6
"443","gear blow boys",6
"444","get eye smoke",6
"445","ghost crazy romance",6
"446","giddy baby swing",6
"447","go baby goin",6
"448","go long time",6
"449","go miss miss",6
"450","go roses fall",6
"451","go today good",6
"452","go world go",6
"453","good hebrew children",6
"454","good yout lock",6
"455","goodbye little darling",6
"456","goodness know suckle",6
"457","guy today women",6
"458","happen everyday everyday",6
"459","hardwood floor honky",6
"460","hasn ghost crazy",6
"461","haul away runnin",6
"462","havin honky tonk",6
"463","head tail lose",6
"464","head walk head",6
"465","hear begin sing",6
"466","hear voice ring",6
"467","hear whistle blow",6
"468","heart hasn ghost",6
"469","heart restore salvation",6
"470","heave away heave",6
"471","heaven thing call",6
"472","hebrew children good",6
"473","hold body grave",6
"474","hold tight tingle",6
"475","human tongue tell",6
"476","hurt somebody hurt",6
"477","independently blue want",6
"478","inside deny say",6
"479","instead sheep fall",6
"480","intend independently blue",6
"481","jump jump jump",6
"482","kentucky long go",6
"483","kentucky shin shine",6
"484","kiss hear song",6
"485","know bind answer",6
"486","know true true",6
"487","lack angeliqueo angeliqueo",6
"488","later conspire dream",6
"489","leak build leak",6
"490","leave eye dear",6
"491","leave leave baby",6
"492","leave lonely believe",6
"493","leave long time",6
"494","leave sittin rockin",6
"495","leave throne cause",6
"496","life good morning",6
"497","light travel space",6
"498","like breathe breathe",6
"499","little fool yeah",6
"500","lock take small",6
"501","lonely lovely work",6
"502","lonely time time",6
"503","lonesome whistle blow",6
"504","long jamas long",6
"505","long lonely time",6
"506","lord call today",6
"507","loss real swiss",6
"508","maybe completely sweet",6
"509","mean maybe completely",6
"510","meet busy spider",6
"511","mentality reality time",6
"512","miss miss miss",6
"513","miss regret unable",6
"514","money dance roll",6
"515","money venezuela money",6
"516","moon kentucky shin",6
"517","moonlight hear voice",6
"518","mornin blow wind",6
"519","morning life good",6
"520","motherfucking bag money",6
"521","nature like breathe",6
"522","night time right",6
"523","night time time",6
"524","night train memphis",6
"525","nights suffer wonder",6
"526","open eye open",6
"527","pay come finish",6
"528","pity fool pity",6
"529","play boogiewoogie play",6
"530","pout tell santa",6
"531","pray dear lord",6
"532","prelude kiss hear",6
"533","prize today silly",6
"534","promise darling return",6
"535","prove days come",6
"536","radio telephone movies",6
"537","real american folksong",6
"538","real swiss watch",6
"539","regret unable lunch",6
"540","religion time religion",6
"541","reply inside deny",6
"542","return soul dear",6
"543","ring steal heart",6
"544","road block good",6
"545","rock line time",6
"546","rock rock line",6
"547","roll grams know",6
"548","romance foolish start",6
"549","room room room",6
"550","runnin gear blow",6
"551","second nature like",6
"552","sheep fall asleep",6
"553","shin shine go",6
"554","shine go leave",6
"555","shubert tune gershwin",6
"556","sing sweet song",6
"557","sleep count bless",6
"558","sleep nights suffer",6
"559","sleigh bell ring",6
"560","small loss real",6
"561","snowman pretend parson",6
"562","somebody intend independently",6
"563","song finer strange",6
"564","song go linger",6
"565","soul dear forever",6
"566","spider spin daydream",6
"567","spin daydream giddy",6
"568","spring hear begin",6
"569","spring wish walk",6
"570","stand watch fool",6
"571","start feel heart",6
"572","stay stay stay",6
"573","step blue suede",6
"574","stop begin cause",6
"575","strange change minor",6
"576","strange street hear",6
"577","street hear word",6
"578","summer go roses",6
"579","sweet baby completely",6
"580","sweet dream leave",6
"581","sweet mean maybe",6
"582","sweet song moonlight",6
"583","swing see crocus",6
"584","swiss watch ticktock",6
"585","symphony shubert tune",6
"586","take heart throw",6
"587","take small loss",6
"588","talkin bout talkin",6
"589","telephone movies know",6
"590","things lack angeliqueo",6
"591","throne cause leave",6
"592","tight tingle feel",6
"593","time gettin flyin",6
"594","time go long",6
"595","time religion time",6
"596","time right time",6
"597","time time go",6
"598","tingle feel right",6
"599","today black white",6
"600","today fly away",6
"601","today good today",6
"602","today guy today",6
"603","today night today",6
"604","today women prize",6
"605","touch long lonely",6
"606","true darlin fashion",6
"607","turn symphony shubert",6
"608","unable lunch today",6
"609","vacancy long walkin",6
"610","vive roll vive",6
"611","voice ring steal",6
"612","walk head walk",6
"613","walk strange street",6
"614","walk walk walk",6
"615","weather care warm",6
"616","whip road block",6
"617","whisper wind whisper",6
"618","wind haul away",6
"619","wind mornin blow",6
"620","winter wonderland go",6
"621","wish walk strange",6
"622","women prize today",6
"623","wonderful take heart",6
"624","wonderful time year",6
"625","world forget people",6
"626","world go today",6
"627","world world forget",6
"628","worry sleep count",6
"629","yeah fool poor",6
"630","yout lock take",6
"631","zing go string",6
"632","angels come come",5
"633","anybody ready ready",5
"634","appear shadow fall",5
"635","arm hold tight",5
"636","awake know good",5
"637","away cost surrender",5
"638","away lord heaven",5
"639","babababoo sing like",5
"640","baby believe goin",5
"641","baby come come",5
"642","baby nothin better",5
"643","baby ready will",5
"644","bass guitar holler",5
"645","believe pretty baby",5
"646","better right right",5
"647","better watchin laugh",5
"648","better watchin nothin",5
"649","better watchin smile",5
"650","birdland whisper kiss",5
"651","blame star appear",5
"652","blind heart realize",5
"653","blossom holiday table",5
"654","blow away rest",5
"655","blue blue till",5
"656","blue hound dog",5
"657","blue like cry",5
"658","blue lonely dreamy",5
"659","blue remember moonglow",5
"660","blue till mood",5
"661","blue woah ticket",5
"662","boom zinga zinga",5
"663","bout mean talkin",5
"664","brain like bubble",5
"665","brew mention like",5
"666","bring charm want",5
"667","bring home bring",5
"668","bubble glass champagne",5
"669","burgundy brew mention",5
"670","burn burn burn",5
"671","burn romance foolish",5
"672","captain good morning",5
"673","care blame star",5
"674","cast spell hold",5
"675","cause deep heart",5
"676","champagne head like",5
"677","change know need",5
"678","chestnuts blossom holiday",5
"679","clack chugga chugga",5
"680","cold cold heart",5
"681","come home band",5
"682","come home play",5
"683","come summer meadow",5
"684","compose prelude kiss",5
"685","cost surrender dear",5
"686","course reply inside",5
"687","crocus rosebud wing",5
"688","cry heart serenade",5
"689","darling dearest darling",5
"690","darling heart dimenticar",5
"691","darn darn darn",5
"692","dawn wake want",5
"693","days go solitude",5
"694","deal time away",5
"695","dear crave kiss",5
"696","dear little mean",5
"697","dear proud pose",5
"698","deep heart surrender",5
"699","despair gloom rywhere",5
"700","devil plan torment",5
"701","dimenticar travel darling",5
"702","discontent like nightingale",5
"703","dismiss memory kiss",5
"704","dog name rhythm",5
"705","doodley squat money",5
"706","doubt today fly",5
"707","dream face unafraid",5
"708","dream star fade",5
"709","drift tumblin tumbleweeds",5
"710","easily fall fast",5
"711","easy live easy",5
"712","easy live life",5
"713","embrace irreplaceable look",5
"714","embrace sweet embraceable",5
"715","embrace till paris",5
"716","embraceable embrace irreplaceable",5
"717","end learn away",5
"718","eye certain heart",5
"719","face face heart",5
"720","face heart sing",5
"721","face unafraid plan",5
"722","face world better",5
"723","fade linger dear",5
"724","fall easily fall",5
"725","fall fall fall",5
"726","fall hear poor",5
"727","fall hiho alas",5
"728","farewell goodbye lullaby",5
"729","feel feel fall",5
"730","feel heart want",5
"731","feel yearn know",5
"732","fever know spring",5
"733","fever spring wish",5
"734","fifties suck suck",5
"735","fine mess mind",5
"736","fine romance fine",5
"737","fine romance friend",5
"738","fine romance kiss",5
"739","finger world life",5
"740","fireman fray snapmare",5
"741","flyin gettin beatin",5
"742","flyin gettin time",5
"743","fool fall hiho",5
"744","forget remember forget",5
"745","fray snapmare eliminate",5
"746","game lend spice",5
"747","game stay away",5
"748","gettin beatin time",5
"749","gettin time gettin",5
"750","girl leave little",5
"751","glass champagne head",5
"752","gloom rywhere stare",5
"753","go bowlin green",5
"754","go go shake",5
"755","go kentucky long",5
"756","go kiss kiss",5
"757","go long jamas",5
"758","go mean long",5
"759","go shake creole",5
"760","go solitude taunt",5
"761","gonna better home",5
"762","gonna naughty nice",5
"763","good fine mess",5
"764","good good good",5
"765","good good goodness",5
"766","good goodness sake",5
"767","good morning captain",5
"768","good sleep repeat",5
"769","goodbye go right",5
"770","goodbye leave eye",5
"771","goodbye lullaby birdland",5
"772","goodness sake better",5
"773","grams know yeah",5
"774","great romancer know",5
"775","grow tender sentimental",5
"776","grow tipsy bring",5
"777","guitar holler beat",5
"778","hand brother hand",5
"779","hang head shame",5
"780","haunt refrain spin",5
"781","head like sparkle",5
"782","head linger like",5
"783","head smile make",5
"784","hear heart music",5
"785","hear poor heart",5
"786","hear sleigh bell",5
"787","hear song blue",5
"788","hear song grow",5
"789","hear word hear",5
"790","heart beat cage",5
"791","heart grow fonder",5
"792","heart grow tipsy",5
"793","heart music end",5
"794","heart realize smoke",5
"795","heart serenade prelude",5
"796","heart surrender dear",5
"797","heart throw away",5
"798","heart try compose",5
"799","heart walk walk",5
"800","high birdland high",5
"801","hold head smile",5
"802","holiday table tree",5
"803","holler beat daddy",5
"804","home band angels",5
"805","home play play",5
"806","hound rhythm blue",5
"807","hush white snow",5
"808","intoxicate soul eye",5
"809","irreplaceable look heart",5
"810","jezebel devil plan",5
"811","julep thrill think",5
"812","jumpy puppet string",5
"813","keep rain time",5
"814","kicker julep thrill",5
"815","kind magic music",5
"816","kiss fine romance",5
"817","know awake know",5
"818","know good good",5
"819","know pillow tell",5
"820","know spark burn",5
"821","late gotta home",5
"822","late late gotta",5
"823","laugh loud baby",5
"824","leave sing blue",5
"825","leave worry dream",5
"826","lend spice woo",5
"827","letter straight heart",5
"828","like bubble glass",5
"829","like cry heart",5
"830","like haunt refrain",5
"831","like kicker julep",5
"832","like nightingale song",5
"833","like sparkle burgundy",5
"834","like summer thousand",5
"835","linger dear crave",5
"836","linger like haunt",5
"837","lips hold tight",5
"838","little dream star",5
"839","little fool fool",5
"840","little mean things",5
"841","lonely believe lonely",5
"842","long go bowlin",5
"843","long go kentucky",5
"844","long go mean",5
"845","long snow snow",5
"846","look heart grow",5
"847","look people know",5
"848","lord heaven thing",5
"849","loud baby nothin",5
"850","lullaby birdland whisper",5
"851","magic music lips",5
"852","make temperature rise",5
"853","marry later conspire",5
"854","meadow valley hush",5
"855","mean long go",5
"856","mean talkin bout",5
"857","mean things game",5
"858","memories chair fill",5
"859","mention like kicker",5
"860","miss unfortunate miss",5
"861","moment feel feel",5
"862","moonglow blue remember",5
"863","morning captain good",5
"864","morning dawn wake",5
"865","music end learn",5
"866","music lips kiss",5
"867","name rhythm blue",5
"868","naughty nice santa",5
"869","near spite warn",5
"870","need need godspeed",5
"871","need need need",5
"872","nigga stop nigga",5
"873","night good fine",5
"874","nightingale song sing",5
"875","nothin better right",5
"876","open open door",5
"877","open open open",5
"878","paris chestnuts blossom",5
"879","parson marry later",5
"880","people know wonder",5
"881","pillow tell farewell",5
"882","pity fool fall",5
"883","play bass guitar",5
"884","play game stay",5
"885","play sweet vow",5
"886","play tune time",5
"887","plea cast spell",5
"888","poor heart life",5
"889","pose cause deep",5
"890","precious days spend",5
"891","pretend parson marry",5
"892","pretty baby believe",5
"893","pretty ready yeah",5
"894","proud pose cause",5
"895","prove thousand ways",5
"896","puppet string spring",5
"897","push push shove",5
"898","quanto sonno agiu",5
"899","rainbow string finger",5
"900","ready anybody ready",5
"901","ready ready anybody",5
"902","ready yeah ready",5
"903","realize smoke get",5
"904","refrain spin round",5
"905","remember moonglow give",5
"906","repeat night good",5
"907","rest days love",5
"908","restless windstorm jumpy",5
"909","right right time",5
"910","rise like summer",5
"911","romance fine romance",5
"912","romance kiss fine",5
"913","romancer know bind",5
"914","rosebud wing feel",5
"915","round brain like",5
"916","rywhere stare know",5
"917","sake better watch",5
"918","say feel pain",5
"919","sentimental woes heart",5
"920","serenade prelude kiss",5
"921","shadow fall hear",5
"922","shadow fall like",5
"923","silver time blue",5
"924","simple simple heart",5
"925","sing blue night",5
"926","sing like babababoo",5
"927","sing spring fever",5
"928","sleep repeat night",5
"929","slowly time need",5
"930","smile face world",5
"931","smile make temperature",5
"932","smile woah woah",5
"933","solitude pray dear",5
"934","solitude taunt memories",5
"935","somebody break heart",5
"936","somebody hurt somebody",5
"937","somebody night time",5
"938","somethin different world",5
"939","song blue like",5
"940","song grow tender",5
"941","song sing spring",5
"942","soon solitude pray",5
"943","soul eye certain",5
"944","space light travel",5
"945","spark burn romance",5
"946","sparkle burgundy brew",5
"947","spell hold head",5
"948","spice woo care",5
"949","spin round brain",5
"950","spite warn voice",5
"951","spring fever know",5
"952","spring fever spring",5
"953","star appear shadow",5
"954","star fade linger",5
"955","stay away cost",5
"956","stay sing song",5
"957","stay year radio",5
"958","string finger world",5
"959","string spring fever",5
"960","suede shoe blue",5
"961","suffer wonder blunder",5
"962","summer meadow valley",5
"963","surrender dear little",5
"964","surrender dear proud",5
"965","sweet embraceable embrace",5
"966","sweet vow apart",5
"967","sweeter wine kiss",5
"968","table tree paris",5
"969","taunt memories chair",5
"970","tell blue lonely",5
"971","tell farewell goodbye",5
"972","temperature rise like",5
"973","tender sentimental woes",5
"974","thing leave sing",5
"975","things game lend",5
"976","think plea cast",5
"977","think think plea",5
"978","thrill think think",5
"979","ticket blue woah",5
"980","till mood indigo",5
"981","time need need",5
"982","time silver time",5
"983","time world world",5
"984","tipsy bring charm",5
"985","tomorrow break heart",5
"986","travel darling heart",5
"987","tree paris feel",5
"988","troubadour troubadour troubadour",5
"989","true baby true",5
"990","true course reply",5
"991","true true course",5
"992","try compose prelude",5
"993","twice gonna naughty",5
"994","twoface worrisome thing",5
"995","valley hush white",5
"996","walk heart walk",5
"997","walk walk heart",5
"998","wanna right right",5
"999","wanna wanna wanna",5
"1000","warm embrace till",5
"1001","warn voice come",5
"1002","watchin laugh loud",5
"1003","watchin nothin better",5
"1004","watchin smile woah",5
"1005","wed bell ring",5
"1006","whip whip whip",5
"1007","whisper kiss sweet",5
"1008","willou whip whip",5
"1009","willou willou whip",5
"1010","wind blow away",5
"1011","wind play sweet",5
"1012","windstorm jumpy puppet",5
"1013","wine kiss sweeter",5
"1014","wish wish days",5
"1015","woah nothin better",5
"1016","woah ticket blue",5
"1017","woah woah nothin",5
"1018","woes heart try",5
"1019","wonder blunder hold",5
"1020","wonderland go away",5
"1021","woo care blame",5
"1022","worrisome thing leave",5
"1023","write care blue",5
"1024","wrong wrong wrong",5
"1025","yeah ready steady",5
"1026","year radio telephone",5
"1027","yearn know spark",5
"1028","zinga boom zinga",5
"1029","absence make heart",4
"1030","accustom face make",4
"1031","advance break romance",4
"1032","affair resist baby",4
"1033","affairs moments like",4
"1034","alas lackaday dismiss",4
"1035","anticipate long night",4
"1036","anytime think world",4
"1037","arm adorable deplorable",4
"1038","arm concern lock",4
"1039","arm goodbye leave",4
"1040","arm tenderly thrill",4
"1041","aroll aree wide",4
"1042","aroll aroll aree",4
"1043","assure moment amour",4
"1044","attempt drown sound",4
"1045","autumn weather turn",4
"1046","away away hallelujah",4
"1047","away gonna shine",4
"1048","away hallelujah away",4
"1049","away imagination run",4
"1050","away meet bumpy",4
"1051","away run away",4
"1052","awful time worse",4
"1053","babababoo babababoo sing",4
"1054","babe arm concern",4
"1055","baby blue eye",4
"1056","baby come mama",4
"1057","baby comin comin",4
"1058","baby endless sleep",4
"1059","baby house party",4
"1060","baby like ball",4
"1061","baby mean baby",4
"1062","baby sweet baby",4
"1063","baby tell go",4
"1064","baby thank baby",4
"1065","baby true true",4
"1066","babybabybaby go go",4
"1067","ball tree woman",4
"1068","band swing tire",4
"1069","battle jericho lord",4
"1070","beat drop girls",4
"1071","beautiful fool beauty",4
"1072","beautiful sonata innamorata",4
"1073","bed worry sleep",4
"1074","begin sing song",4
"1075","believe believe yeah",4
"1076","believe good bible",4
"1077","believe lonely somebody",4
"1078","believe need darling",4
"1079","believe yeah believe",4
"1080","bell ring hear",4
"1081","bell ring listen",4
"1082","belong daddy heart",4
"1083","belong daddy simply",4
"1084","belong go home",4
"1085","berzerk know want",4
"1086","best thing happen",4
"1087","best things life",4
"1088","best years life",4
"1089","bethlehem hear angels",4
"1090","beticha sing beticha",4
"1091","better come right",4
"1092","better pout tellin",4
"1093","better watch home",4
"1094","birdland hear sigh",4
"1095","black hand black",4
"1096","blame charm melt",4
"1097","bliblip flam flam",4
"1098","blood blood run",4
"1099","blue away gonna",4
"1100","blue blue suede",4
"1101","blue bluest blue",4
"1102","blue days go",4
"1103","blue disposition depend",4
"1104","blue dream little",4
"1105","blue hound crazy",4
"1106","blue hound hound",4
"1107","blue hound rockin",4
"1108","blue hound rompin",4
"1109","blue moonglow straight",4
"1110","blue right right",4
"1111","blue right say",4
"1112","blue say blue",4
"1113","blue send smile",4
"1114","blue want want",4
"1115","bluest blue blue",4
"1116","boogie mornin boogie",4
"1117","boogiewoogie play boogiewoogie",4
"1118","borrow long gigolo",4
"1119","bother know elbow",4
"1120","bout keepin heatin",4
"1121","break heart gonna",4
"1122","break heart like",4
"1123","breath leave hop",4
"1124","breathe hold hand",4
"1125","breeze rattle milkman",4
"1126","bridge burn babe",4
"1127","bright christmases white",4
"1128","bright things go",4
"1129","bring bring days",4
"1130","bring gettin tire",4
"1131","bring little water",4
"1132","bring violets tear",4
"1133","brother better watch",4
"1134","bucket hole beer",4
"1135","bumpy road memory",4
"1136","burn babe arm",4
